Job Title,Location,Rating,monthly,min_salary_rupees,max_salary_rupees,avg_salary_rupees,company_name_cleaned,Standardized Title
ITSS-Azure Databricks Developer- HUMJP000,Bengaluru,3.8,0,400000.0,600000.0,500000.0,NTT DATA,Other
Python Developer - Kochi,Cochin,3.7,0,100000.0,600000.0,350000.0,Cami.AI,Python Developer
GEN AI Senior Developer,Chennai,3.7,0,500000.0,500000.0,500000.0,Virtusa,AI Engineer
Staff SW Engineer (Full Stack) – Cybersecurity AI,Bengaluru,3.8,0,200000.0,800000.0,500000.0,Visa,AI Engineer
Gen Ai Engineer,Bengaluru,4.5,0,400000.0,1700000.0,1050000.0,Acrocede Technologies Pvt. Ltd.,AI Engineer
AI Developer,Hyderābād,3.9,0,100000.0,500000.0,300000.0,Pulsus Group,AI Engineer
"Front-end React.js Developer (Part-time, Remote, Freelance role)",Bengaluru,4.7,0,800000.0,1000000.0,900000.0,Indiahikes,Frontend Developer
Python Developer (AI/ML Focus),,4.8,0,200000.0,300000.0,250000.0,Eglogics Softech Pvt. Ltd.,AI Engineer
.NET Developer (Web),Bengaluru,,1,86000.0,86000.0,86000.0,hirezy.ai,Other
Java FrontEnd developer | 1- 4 yrs | Chennai,Chennai,3.5,0,400000.0,700000.0,550000.0,Capgemini Engineering,AI Engineer
Machine Learning Engineer II (Big-Data Heavy),Gurgaon,3.9,0,800000.0,900000.0,850000.0,Expedia Group,Machine Learning Engineer
AI/ML Engineer,Chennai,1,0,400000.0,2000000.0,1200000.0,LOGSKIM SOLUTIONS,Machine Learning Engineer
Sr. AI/ML Engineer,Remote,4.4,0,500000.0,800000.0,650000.0,D3V Technology Solutions,Machine Learning Engineer
AI ML Engineer,Bengaluru,3.7,0,600000.0,700000.0,650000.0,Virtusa,Machine Learning Engineer
ML Engineer,Remote,2.2,0,1800000.0,1800000.0,1800000.0,Waayslive Solution,Machine Learning Engineer
Business Data Scientist,Bengaluru,4,0,300000.0,1000000.0,650000.0,Kinaxis Inc.,Data Scientist
Machine Learning Engineer,Remote,3.5,0,500000.0,1800000.0,1150000.0,Perennial Systems,Machine Learning Engineer
AI/ML Engineer,Bengaluru,4.6,0,600000.0,600000.0,600000.0,Humaniquee,Machine Learning Engineer
AI/ML Engineer,Calcutta,4.7,0,200000.0,600000.0,400000.0,SentientGeeks,Machine Learning Engineer
ML Software Engineer,Bengaluru,3.7,0,500000.0,500000.0,500000.0,SSQ,Software Engineer
AI & ML Engineer,Calcutta,4.7,0,300000.0,700000.0,500000.0,Geogo Techsolutions,Machine Learning Engineer
AI ML Engineer,Hyderābād,3.9,0,200000.0,200000.0,200000.0,Qualcomm,Machine Learning Engineer
Director Software Engineering - AI/ML,Bengaluru,3.5,0,200000.0,800000.0,500000.0,Optum,AI Engineer
ML Engineer (Part-time / Freelancer),Pune,3.7,0,200000.0,800000.0,500000.0,DataKrew Pvt. Ltd.,Machine Learning Engineer
AI/ML Engineer,Hyderābād,2.5,0,100000.0,500000.0,300000.0,"NationsBenefits, LLC",Machine Learning Engineer
MTS 3 or 4 - ML Engineer,Bengaluru,3.3,0,600000.0,900000.0,750000.0,The Nielsen Company,Machine Learning Engineer
DC2025007 || ML Engineer,Noida,4.1,0,200000.0,400000.0,300000.0,Droisys Inc,Machine Learning Engineer
Data Scientist/ ML Engineer,Chennai,5,0,1300000.0,1300000.0,1300000.0,Employee Hub LLP,Data Scientist
AI & ML Engineer,Cochin,3.8,0,600000.0,800000.0,700000.0,Cubet Techno Labs,Machine Learning Engineer
AI/ML Engineer,India,2.3,1,15000.0,35000.0,25000.0,Om Tec Web,Machine Learning Engineer
AI / ML Engineer,Bengaluru,4.4,0,500000.0,600000.0,550000.0,Chiplogic Technologies,Machine Learning Engineer
AI/ML DATA ENGINEER,Ahmedabad,3.4,1,14000.0,50000.0,32000.0,Acute Informatics Pvt. Ltd,AI Engineer
ML Engineer,Bengaluru,3.6,0,600000.0,700000.0,650000.0,Wipro Limited,Machine Learning Engineer
AI/ML Engineer (Bengaluru),Bengaluru,3.4,0,500000.0,600000.0,550000.0,Proximity Works,Machine Learning Engineer
Engineer I - Software Development (AI/ML),Mumbai,3.6,0,600000.0,700000.0,650000.0,Accelya,AI Engineer
Python Development,Bengaluru,3.3,0,400000.0,700000.0,550000.0,L&T Technology Services Limited.,Python Developer
Python ML Engineer,Bengaluru,,0,1200000.0,1400000.0,1300000.0,Boost Tech,Machine Learning Engineer
Machine Learning Engineer - Computer Vision & LLM,Bengaluru,4.1,0,600000.0,1000000.0,800000.0,Apple,Machine Learning Engineer
Data Science Engineer-ML/NLP,Bengaluru,3.5,0,500000.0,800000.0,650000.0,Relyance AI,Data Science
Data/ML Ops Engineer,Bengaluru,3.8,0,500000.0,700000.0,600000.0,NTT DATA,Other
AI ML Engineer 4+ exp,Bengaluru,,0,800000.0,1800000.0,1300000.0,Rohini IT Consulting,Machine Learning Engineer
AI Engineer,Remote,4.7,0,3600000.0,5100000.0,4350000.0,QuantumBricks,AI Engineer
"Software Engineer II - Python, AWS , GenAI/ML",Bengaluru,4.1,0,300000.0,1000000.0,650000.0,JPMorganChase,AI Engineer
ML Engineer,Bengaluru,4.9,0,500000.0,600000.0,550000.0,Increasingly,Machine Learning Engineer
Machine Learning Engineer,Chennai,4.2,1,15000.0,25000.0,20000.0,CompIndia Infotech Pvt Ltd,Machine Learning Engineer
AI/ML Engineer,Bengaluru,3.5,0,500000.0,900000.0,700000.0,Datazymes,Machine Learning Engineer
ML/AI Engineer,Jaipur,4.4,0,400000.0,700000.0,550000.0,Auriga,AI Engineer
AI/ML Engineer,Coimbatore,3.2,0,500000.0,800000.0,650000.0,Ezio Solutions,Machine Learning Engineer
ML Engineer,Chennai,3.8,0,700000.0,900000.0,800000.0,Standard Chartered,Machine Learning Engineer
ML Engineer,Bengaluru,3.7,0,300000.0,900000.0,600000.0,Truecaller,Machine Learning Engineer
ML Engineer/MLOps Engineer,Navi Mumbai,4,0,200000.0,700000.0,450000.0,CrossAsyst,Machine Learning Engineer
Junior ML Engineer,Lucknow,3.9,0,400000.0,600000.0,500000.0,EBC Technologies,Machine Learning Engineer
AI-ML Engineer I / AI-ML Engineer II,Gurgaon,3.9,0,800000.0,1000000.0,900000.0,KlearNow.ai,Machine Learning Engineer
ML Engineer,Bengaluru,4.8,0,600000.0,900000.0,750000.0,Appriffy-Digital IT Hub,Machine Learning Engineer
AI/ML Engineer,Gurgaon,4.7,0,800000.0,1000000.0,900000.0,TartanHQ,Machine Learning Engineer
ML Engineer - India,Hyderābād,5,0,300000.0,800000.0,550000.0,Aizen,Machine Learning Engineer
AI/ML Engineer,Mohali,4.3,0,1500000.0,2000000.0,1750000.0,Orion eSolutions,Machine Learning Engineer
AI Engineer,Bengaluru,4.1,0,500000.0,800000.0,650000.0,Burns & McDonnell,AI Engineer
Senior Software Engineer I - Java and ReactJS,Hyderābād,3.5,0,800000.0,1000000.0,900000.0,Optum,Frontend Developer
AI/ML Solutions Engineer,Bengaluru,2.9,0,300000.0,900000.0,600000.0,Resillion,AI Engineer
ML Engineer- Intelligent Gaming,Bengaluru,3.2,0,500000.0,600000.0,550000.0,Saarthee,Machine Learning Engineer
Engineer - Data Science/R&D,Bengaluru,3.4,0,700000.0,900000.0,800000.0,Ninestars Information Technologies,Data Science
AI/ML Engineer,Mohali,3.1,1,15000.0,60000.0,37500.0,oCode Technologies,Machine Learning Engineer
AI/ML Engineer,Gurgaon,3.8,0,300000.0,400000.0,350000.0,Maruti Suzuki India Ltd,Machine Learning Engineer
Machine Learning (ML) Engineer,Mumbai,,0,200000.0,800000.0,500000.0,Online Manufacturing,Machine Learning Engineer
Sr. ML Engineer Expert - Time Series,Bengaluru,4.1,0,600000.0,900000.0,750000.0,Bosch Group,Machine Learning Engineer
AI/ML Engineer,Bengaluru,4.5,0,500000.0,600000.0,550000.0,Teksands,Machine Learning Engineer
Principal ML Engineer,Bengaluru,3.8,0,700000.0,900000.0,800000.0,Oracle,Machine Learning Engineer
Data and ML Engineer,Hyderābād,3.7,0,300000.0,800000.0,550000.0,The Ksquare Group,Machine Learning Engineer
ML - Engineer,Bengaluru,4.3,0,400000.0,900000.0,650000.0,Digit88 Technologies Private Limited,Other
AI-ML Engineer,Chennai,4,0,200000.0,600000.0,400000.0,MaintWiz Technologies,Machine Learning Engineer
ML OPS Engineer,India,,0,1000000.0,1500000.0,1250000.0,Nithminds Private limited,Other
Sr ML Engineer,Bengaluru,3.8,0,600000.0,800000.0,700000.0,Visa,Machine Learning Engineer
Applied ML Engineer,Bengaluru,2.9,0,500000.0,600000.0,550000.0,4CRisk.ai Software,Machine Learning Engineer
Software Engineer II- AI/ML,Hyderābād,4.2,0,600000.0,800000.0,700000.0,Microsoft,AI Engineer
Sr SW Engineer - ML Engineer,Bengaluru,3.8,0,600000.0,800000.0,700000.0,Visa,Machine Learning Engineer
ML Developer Fresher,Indore,1,0,300000.0,500000.0,400000.0,CIS,Other
Machine Learning Software Engineer,Bengaluru,4.1,0,600000.0,1000000.0,800000.0,Apple,Machine Learning Engineer
ML Engineer,Hyderābād,3.6,0,600000.0,800000.0,700000.0,Warner Bros. Discovery,Machine Learning Engineer
Frontend Software Engineer,Bengaluru,2.5,0,300000.0,800000.0,550000.0,Reveal Health Tech,Frontend Developer
AI & ML Engineer,Cochin,4.6,0,200000.0,400000.0,300000.0,Stanra Tech Solutions,Machine Learning Engineer
AI/ML Engineer,Noida,3.7,0,400000.0,800000.0,600000.0,Nucleus Software,Machine Learning Engineer
#18051-AI/ML Engineer,Chennai,3.4,0,400000.0,600000.0,500000.0,Qualitest,Machine Learning Engineer
AI/ML Engineer,Bengaluru,3.8,0,400000.0,900000.0,650000.0,Avaali Solutions,Machine Learning Engineer
AI/ML Solutions Engineer,Bengaluru,4.4,0,500000.0,600000.0,550000.0,Commissum,AI Engineer
AI/ML Engineer,Ahmedabad,4.3,0,200000.0,300000.0,250000.0,Technource,Machine Learning Engineer
ML Engineer/ DATA Scientist,Hyderābād,5,0,1500000.0,2400000.0,1950000.0,Employee Hub,Data Scientist
"Software Engineer III, AI/ML GenAI, Google Cloud",Hyderābād,4.3,0,200000.0,700000.0,450000.0,Google,AI Engineer
Machine Learning Engineer,Bengaluru,4.7,0,2800000.0,2800000.0,2800000.0,ClanX,Machine Learning Engineer
ML Engineer-LTS,Hyderābād,3.6,0,1000000.0,1500000.0,1250000.0,RandomTrees,Machine Learning Engineer
Sr. ML Engineer,Chennai,3.8,0,700000.0,900000.0,800000.0,Standard Chartered,Machine Learning Engineer
ML Community Ops Engineer,Bengaluru,3.5,0,1000000.0,1000000.0,1000000.0,Clarifai,Other
Backend Engineer,Bengaluru,2.5,0,300000.0,800000.0,550000.0,Reveal Health Tech,Backend Developer
AI/ML Engineer,Bengaluru,3.4,0,600000.0,800000.0,700000.0,Unisys,Machine Learning Engineer
Senior ML Engineer,Bengaluru,4.3,0,600000.0,800000.0,700000.0,Mindera,Machine Learning Engineer
Sr. AI/ML Engineer - Cybersecurity,Bengaluru,3.8,0,600000.0,900000.0,750000.0,Visa,Machine Learning Engineer
Senior ML Engineer,Bengaluru,2.9,0,500000.0,600000.0,550000.0,Varaha ClimateAg Private Limited,Machine Learning Engineer
Sr. ML Engineer (Python developer),Bengaluru,3.6,0,300000.0,900000.0,600000.0,Bluevine - India,Machine Learning Engineer
AI Engineer,Bengaluru,3.6,0,400000.0,900000.0,650000.0,Valsoft Corporation,AI Engineer
ML Engineer/Machine Learning/Consultant Specialist,Pune,3.9,0,200000.0,900000.0,550000.0,HSBC,Machine Learning Engineer
ML Ops Engineer,Ahmedabad,4.5,0,400000.0,700000.0,550000.0,Emgage,Other
Senior AI/ML Engineer,Bengaluru,3.5,0,200000.0,800000.0,500000.0,Optum,Machine Learning Engineer
Engineer/Sr. Engineer - Gen AI/ML,Hyderābād,3.9,0,200000.0,200000.0,200000.0,Qualcomm,AI Engineer
AI/ML Engineer,Surat,3.1,0,400000.0,900000.0,650000.0,OptimumBrew,Machine Learning Engineer
Android ML Engineer,Hyderābād,3.8,0,300000.0,800000.0,550000.0,AppyHigh,Machine Learning Engineer
AI/ML Engineer,Gurgaon,3.9,0,500000.0,700000.0,600000.0,Orange Mantra,Machine Learning Engineer
AI/ML Engineer,Chennai,4.1,0,100000.0,200000.0,150000.0,Datanetiix Solutions,Machine Learning Engineer
AI Engineer (Work from home),Pune,,0,3000000.0,5000000.0,4000000.0,Rudram Placement,AI Engineer
Associate Solution/ML Engineer,Mumbai,3.1,0,700000.0,1000000.0,850000.0,Pristine Infotech,Machine Learning Engineer
Ml Ops Engineer | PAN India,Pune,3.8,0,300000.0,700000.0,500000.0,Capgemini Invent,Other
Software Engineer,Bengaluru,4.1,0,900000.0,1000000.0,950000.0,Maersk Line,Software Engineer
Software Engineer- AI/ML Ops Engineer.,Hyderābād,4.1,0,500000.0,700000.0,600000.0,Electronic Arts,AI Engineer
Data Science (ML Engineer),Bengaluru,3.5,0,500000.0,600000.0,550000.0,InitiateFirst.,Data Science
Data Research Engineer - AI/ML,Mumbai,3.7,0,200000.0,700000.0,450000.0,Forbes Advisor,AI Engineer
AI/ML Engineer,Mohali,4.6,0,1000000.0,1000000.0,1000000.0,VT Netzwelt,Machine Learning Engineer
Senior Software Engineer - AI/ML,Bengaluru,3.3,0,300000.0,500000.0,400000.0,Magnit,AI Engineer
Embedded Engineer,Mumbai,3.3,0,300000.0,700000.0,500000.0,L&T Technology Services Limited.,Other
Python-AI/ML Engineer,Bengaluru,4.5,0,500000.0,600000.0,550000.0,Teksands,Machine Learning Engineer
"Data Engineer, ML/Data Science (Remote, India)",Navi Mumbai,4.4,0,700000.0,900000.0,800000.0,PulsePoint,Data Science
"ML Compiler Engineer, Compute",Bengaluru,3.9,0,3400000.0,4100000.0,3750000.0,Waymo,Other
Software Engineer (Gen AI),Noida,4.1,0,600000.0,800000.0,700000.0,Siemens,AI Engineer
Junior R&D Engineer,Pune,3.6,0,400000.0,800000.0,600000.0,Ubisoft,Other
DevRel Engineer,Hyderābād,3.9,0,200000.0,800000.0,500000.0,Qualcomm,Other
AIML Engineer,Bengaluru,3.6,0,400000.0,900000.0,650000.0,Infosys Limited,Machine Learning Engineer
"Software Engineer- Python, AI/ML, Sage Maker-Chennai",Chennai,4.2,0,700000.0,800000.0,750000.0,Photon,AI Engineer
AI Engineer,Mumbai,4.1,0,200000.0,500000.0,350000.0,Adform,AI Engineer
Engineer – Industrial AI,Hosūr,5,0,400000.0,600000.0,500000.0,Titan Company,AI Engineer
Machine Learning Engineer,Bengaluru,4.7,0,500000.0,600000.0,550000.0,Top Closers,Machine Learning Engineer
AI Engineer,Pune,2.5,0,500000.0,1000000.0,750000.0,Velsera,AI Engineer
L1 Support Engineer,Gurgaon,3.9,0,200000.0,300000.0,250000.0,KlearNow.ai,Other
Senior Software Engineer - AI/ML,Bengaluru,3.9,0,200000.0,300000.0,250000.0,Qualcomm,AI Engineer
Mid Level ML Engineer,Bengaluru,3.2,0,500000.0,800000.0,650000.0,TENSORIOT SOFTWARE SERVICES PRIVATE LIMITED,Machine Learning Engineer
Software Engineer_Java_ Springboot_Kafka,Bengaluru,4.2,0,800000.0,1000000.0,900000.0,Lowe's,Java Developer
Machine Learning Engineer,Bengaluru,3.6,0,300000.0,400000.0,350000.0,Data Collection Infotech,Machine Learning Engineer
Machine Learning Engineer,Bengaluru,3.6,0,400000.0,900000.0,650000.0,Infosys Limited,Machine Learning Engineer
Part-Time MLOps Engineer,Remote,,1,15000.0,20000.0,17500.0,Intellion Technologies Pvt Ltd,Other
Voice / ML Firmware Engineer,Bengaluru,3.7,0,500000.0,600000.0,550000.0,Tek Spikes,Other
Data Science Engineer,Bengaluru,4.1,0,300000.0,900000.0,600000.0,Bosch Group,Data Science
Machine Learning Engineer,Bengaluru,3.4,0,300000.0,900000.0,600000.0,Target,Machine Learning Engineer
Senior AI Engineer,Bengaluru,3.1,0,1500000.0,4000000.0,2750000.0,Valuebound,AI Engineer
Prompt Engineer,Mumbai,4.6,0,400000.0,700000.0,550000.0,Accrete,Other
AI ENGINEER - Experienced,India,3.6,0,500000.0,1100000.0,800000.0,REIZEND PRIVATE LIMITED,AI Engineer
Data Science/ML Engineer,Chennai,4.2,0,600000.0,800000.0,700000.0,Contus,Data Science
Sr. AI/ML Engineer,Pune,3.6,0,200000.0,800000.0,500000.0,Muks Robotics AI Pvt.Ltd.,Machine Learning Engineer
Staff Site Reliability Engineer - Cybersecurity AI,Bengaluru,3.8,0,500000.0,1000000.0,750000.0,Visa,AI Engineer
Experienced AI ENGINEER,India,3.6,0,500000.0,1100000.0,800000.0,REIZEND PRIVATE LIMITED,AI Engineer
(AI/ML)- (S02/S03),Indore,4.2,0,500000.0,800000.0,650000.0,Systango Technologies Ltd,AI Engineer
Sr Data Scientist - ML/OR,Bengaluru,4.2,0,400000.0,400000.0,400000.0,Target,Data Scientist
Software Engineer_Python_ Kubernetes,Bengaluru,4.2,0,500000.0,1000000.0,750000.0,Lowe's,Python Developer
AI Engineer,Bengaluru,5,0,500000.0,600000.0,550000.0,Get Well Network,AI Engineer
"Senior AI/ML Engineer, AI Solutions",Bengaluru,3.7,0,2700000.0,4600000.0,3650000.0,paypal,Machine Learning Engineer
Software Engineer: Frontend,Bengaluru,0,0,300000.0,800000.0,550000.0,Protect AI,Frontend Developer
Generative AI & LLMs,Remote,4.5,0,500000.0,1500000.0,1000000.0,Welkin Soft Tech Pvt. Ltd,AI Engineer
ML Ops Engineer,Bengaluru,3.7,0,500000.0,600000.0,550000.0,Calfus,Other
Junior ML Developer,Indore,1,0,300000.0,500000.0,400000.0,CIS,Other
AI Engineer,Pune,3,0,500000.0,700000.0,600000.0,Centre for Computational Technologies,AI Engineer
ML Compiler Engineer,Hyderābād,3.9,0,200000.0,200000.0,200000.0,Qualcomm,Other
Engineer,Bengaluru,3.7,0,400000.0,800000.0,600000.0,Automation Anywhere,Other
Automation and AI Engineer,Bengaluru,4,0,600000.0,800000.0,700000.0,Ericsson,AI Engineer
"Software Dev Engineer, ML_AI",Bengaluru,3.6,0,300000.0,500000.0,400000.0,ADCI - Karnataka,AI Engineer
"Sr ML Engineer (Fullstack development + ML), AI Governance",Bengaluru,3.8,0,600000.0,800000.0,700000.0,Visa,Machine Learning Engineer
AI Engineer,Bengaluru,0,0,0.0,0.0,0.0,Begig,AI Engineer
Lead ML Engineer,Pune,4.2,0,200000.0,1000000.0,600000.0,Mastercard,Machine Learning Engineer
Junior Data Scientist,Bengaluru,3.7,0,700000.0,1000000.0,850000.0,LSEG (London Stock Exchange Group),Data Scientist
Sr. SW Engineer (Java and bigdata),Bengaluru,3.8,0,200000.0,800000.0,500000.0,Visa,Java Developer
Site Reliability Engineer,Bengaluru,4.1,0,500000.0,1000000.0,750000.0,Josys,Other
AI/ML Engineers,Pune,3.6,0,200000.0,800000.0,500000.0,Jade Global,Machine Learning Engineer
Software Engineer- Intelligent Automation (Hybrid- Bangalore),Bengaluru,3.3,0,500000.0,1000000.0,750000.0,ResultsCX,Software Engineer
Data Scientist and ML Engineer: Cognizant AI Agent HUB,Chennai,3.6,0,600000.0,700000.0,650000.0,Cognizant,Data Scientist
"Engineer, NCT",Bengaluru,3.9,0,200000.0,200000.0,200000.0,Deutsche Bank,Other
CA0121 | Product Consultant - AI/ML/Cloud Products,India,4,0,2000000.0,2500000.0,2250000.0,Cloudangles,AI Engineer
Backend Engineer-Python,Gurgaon,3.9,0,1000000.0,1000000.0,1000000.0,KlearNow.ai,Python Developer
PYTHON DEVELOPER,Noida,4.5,0,400000.0,900000.0,650000.0,Proeffico Solutions,Python Developer
AI/ML Engineer - Security,Bengaluru,3.8,0,200000.0,200000.0,200000.0,Uber,Machine Learning Engineer
Data Scientist 2,Bengaluru,3.7,0,200000.0,400000.0,300000.0,PayPal,Data Scientist
Lead ML Engineer,Vadodara,3.8,0,700000.0,900000.0,800000.0,NielsenIQ,Machine Learning Engineer
"Senior ML Compiler Engineer, Compute",Bengaluru,3.9,0,5500000.0,6700000.0,6100000.0,Waymo,Other
AIML Engineer,Pune,3.6,0,400000.0,900000.0,650000.0,Wipro Limited,Machine Learning Engineer
Senior AI/ML Engineer,Mohali,4.6,0,1000000.0,1000000.0,1000000.0,VT Netzwelt,Machine Learning Engineer
GEN AI Data Science Engineer,Bengaluru,3,0,600000.0,700000.0,650000.0,Gainwell Technologies LLC,Data Science
Software Engineer 2,Bengaluru,4.4,0,5000000.0,300000.0,2650000.0,Intuit,Software Engineer
6913 - Machine Learning Engineer,Bengaluru,4.5,0,400000.0,800000.0,600000.0,CoffeeBeans Consulting,Machine Learning Engineer
Lead ML Engineer,Bengaluru,4.5,0,500000.0,800000.0,650000.0,Avaamo,Machine Learning Engineer
AI / ML Engineer,Vellore,2.2,0,200000.0,700000.0,450000.0,Xploria,Machine Learning Engineer
AI Engineer,Bengaluru,4.5,0,500000.0,600000.0,550000.0,TrellisSoft,AI Engineer
"Cloud Engineer, Artificial Intelligence",Bengaluru,4.3,0,300000.0,900000.0,600000.0,Google,AI Engineer
"Senior Software Engineer II - Databricks , Python",Bengaluru,3.5,0,500000.0,900000.0,700000.0,Optum,Python Developer
Manager Software Engineering - React,Bengaluru,3.5,0,500000.0,900000.0,700000.0,Optum,Frontend Developer
Salesforce Developer I,Remote,4,0,2200000.0,3200000.0,2700000.0,Indeed,Other
Junior Software Engineer,Kottayam,4.5,1,15000.0,15000.0,15000.0,Ennexa Technologies,Software Engineer
Lead Software Engineer,Pune,4.2,0,400000.0,1000000.0,700000.0,Mastercard,Software Engineer
"Software Engineer, I",Bengaluru,3.9,0,900000.0,1000000.0,950000.0,Zebra Technologies,Software Engineer
Lead Engineer - Java/Microservices,Pune,3.7,0,700000.0,700000.0,700000.0,Citi,Java Developer
Software Localization Engineer,Haryana,3.5,0,600000.0,1000000.0,800000.0,Welocalize,Software Engineer
Salesforce Principal Developer/ Engineer,India,3.6,0,300000.0,300000.0,300000.0,Sky Systems Inc,Other
Workday Integration Developer,Noida,3.6,0,300000.0,700000.0,500000.0,Aristocrat,Other
"Java, Angular - Full Stack Senior Developer – AVP - Pune",Pune,3.7,0,700000.0,700000.0,700000.0,Citi,Java Developer
Software Developer (C++ CAD),Pune,4,0,700000.0,1000000.0,850000.0,CATIA,Software Engineer
Senior Java Developer- C12 - PUNE,Pune,3.7,0,700000.0,700000.0,700000.0,Citi,Java Developer
Software Test Engineer,Bengaluru,,1,25000.0,80000.0,52500.0,Talentoria global solutions,Software Engineer
Fresher (2025 Batch) | Software Developer,Chennai,4.6,0,500000.0,700000.0,600000.0,Propel Technology Group,Software Engineer
Software Engineer-Trainee,Noida,4.1,0,300000.0,800000.0,550000.0,Suretek Infosoft,AI Engineer
Junior Software Engineer,Bengaluru,3.7,0,300000.0,400000.0,350000.0,MOLECULAR CONNECTIONS,Software Engineer
Staff Software Engineer,Pune,3.9,0,100000.0,100000.0,100000.0,BP Energy,Software Engineer
Software Engineer,Bengaluru,4,0,400000.0,900000.0,650000.0,Hewlett Packard,Software Engineer
Senior Pega Developer,Chennai,3.7,0,400000.0,900000.0,650000.0,Citi,Other
Software Engineer,Hyderābād,4.3,0,200000.0,500000.0,350000.0,ServiceNow,Software Engineer
Senior Software Engineer Test,Pune,4.2,0,400000.0,1000000.0,700000.0,Mastercard,Software Engineer
Trainee- Software Engineer,Cochin,3.6,0,200000.0,800000.0,500000.0,ALIGNMINDS TECHNOLOGIES PRIVATE LIMITED,AI Engineer
Software Engineer,Bengaluru,3,0,600000.0,900000.0,750000.0,Greenway Health,Software Engineer
Software Engineer,Gurgaon,3.2,0,400000.0,1000000.0,700000.0,Midland Credit Management,Software Engineer
Software Engineer,Noida,3.9,0,300000.0,800000.0,550000.0,Kliento Technologies,Software Engineer
Software Engineer - B,Noida,3.5,0,400000.0,800000.0,600000.0,Capgemini Engineering,Software Engineer
Sr Engineer II - C++ Developer,Noida,3.6,0,800000.0,1000000.0,900000.0,Aristocrat,Other
"Senior Software Engineer - Java, React/Angular- Full Stack",Bengaluru,3.9,0,600000.0,1000000.0,800000.0,Telstra,Frontend Developer
Software Development Engineer I - Backend Technologies,Mumbai,4,0,600000.0,1000000.0,800000.0,BookMyShow,Backend Developer
Software Engineer Trainee,Bengaluru,4.2,0,300000.0,600000.0,450000.0,Input Zero Technologies (IZT),AI Engineer
Java Fullstack Developer - C11 (5 to 9 yrs) - CHENNAI,Chennai,3.7,0,400000.0,700000.0,550000.0,Citi,AI Engineer
Software Engineer II Python Pyspark,Bengaluru,4.1,0,300000.0,1000000.0,650000.0,JPMorganChase,Python Developer
Software Development Engineer,Bengaluru,4.1,0,500000.0,900000.0,700000.0,Siemens,Software Engineer
Software Engineer,Pune,,0,400000.0,900000.0,650000.0,Insightant Technology Solutions,Software Engineer
Associate Software Engineer,Bengaluru,4.1,0,900000.0,1000000.0,950000.0,Maersk Line,Software Engineer
Software Developer - Django Rest Framework,India,,1,40000.0,60000.0,50000.0,Brandbuddiez Technologies Pvt. Ltd.,Software Engineer
Senior Software Engineer,Bengaluru,3.9,0,300000.0,1000000.0,650000.0,Telstra,Software Engineer
Sr Engineer II - Fullstack (Typescript + Java),Noida,3.6,0,800000.0,1000000.0,900000.0,Aristocrat,Java Developer
Senior TYPO3 Developer,Remote,4.7,0,600000.0,1600000.0,1100000.0,YUHIRO Technologies Private Limited,Other
Software Engineer,Bengaluru,3.5,0,400000.0,500000.0,450000.0,Adtran,Software Engineer
Software Engineer - Entry,Pune,3.6,0,500000.0,700000.0,600000.0,Equifax,Software Engineer
Lead Software Engineering,Hyderābād,4.1,0,600000.0,900000.0,750000.0,S&P Global,Software Engineer
Software Engineer Trainee,Chennai,3.8,0,400000.0,400000.0,400000.0,Vembu,AI Engineer
Associate Software Engineer,Delhi,3.8,0,300000.0,500000.0,400000.0,Green Apple Solutions,Software Engineer
PHP & WordPress Developer,India,,1,15000.0,20000.0,17500.0,Kahhak Industries Private Limited,Other
Software Quality Engineer,Hyderābād,4.3,0,700000.0,1000000.0,850000.0,ServiceNow,Software Engineer
Software Engineer Intern,India,3.5,1,21000.0,25000.0,23000.0,Rapidd Technologies,Software Engineer
Junior Software Engineer,Hyderābād,4.4,0,300000.0,400000.0,350000.0,Acads360 India Private Limited,Software Engineer
SOFTWARE TESTING ENGINEER FRESHER,Hyderābād,3.9,0,400000.0,600000.0,500000.0,Revalsys Technologies,Software Engineer
"Software Engineering Lead - React UI, React",Gurgaon,3.5,0,600000.0,1000000.0,800000.0,Optum,Frontend Developer
Automation Administrator/ Jr. Java Developer,Noida,3.4,0,100000.0,400000.0,250000.0,India,Java Developer
Trainee Software Engineer,Hyderābād,3.9,0,500000.0,700000.0,600000.0,Athena,AI Engineer
Software Engineer,Noida,3.4,0,400000.0,800000.0,600000.0,UKG,Software Engineer
Software Engineer,Bengaluru,4.3,0,400000.0,500000.0,450000.0,Insure Pro 2.0,Software Engineer
Software Engineer,Pune,,1,12000.0,18000.0,15000.0,CARE INFOTECH,Software Engineer
Director Software Engineering,Bengaluru,3.5,0,500000.0,900000.0,700000.0,Optum,Software Engineer
Fresher IT Software Engineer,Cochin,,1,9000.0,15000.0,12000.0,Softech,Software Engineer
Software Engineer Trainees,Cochin,5,0,200000.0,700000.0,450000.0,Lenvica,AI Engineer
Trainee - Junior Software Engineer,Bengaluru,2.9,0,1000000.0,1000000.0,1000000.0,Transpose Solutions,AI Engineer
Jr. Software Engineer,Thiruvananthapuram,4.1,1,15000.0,18000.0,16500.0,QUEST INNOVATIVE SOLUTIONS PVT.LTD,Software Engineer
Software Engineer Trainee,Bengaluru,4.3,1,18000.0,18000.0,18000.0,Qualigy Tech pvt ltd,AI Engineer
